,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,ingtot,fweight,maxEducLevel,college,regSalud,pea,formal,cuentaPropia,microEmpresa,sizeFirm
14948,6,2,1,37,120.0,5.0,70.0,1500000,289,5.0,0,,1,0.0,0,1.0,2.0
14949,6,2,0,28,,,,150000,289,7.0,0,3.0,0,,0,,
14950,6,2,1,50,24.0,5.0,70.0,1400000,225,3.0,0,3.0,1,0.0,0,1.0,2.0
14951,6,1,0,79,,,,120000,253,3.0,0,3.0,0,,0,,
14953,6,3,0,44,30.0,1.0,48.0,1388333,191,7.0,0,1.0,1,1.0,0,0.0,5.0
14954,6,3,1,20,,,,934594,191,6.0,1,1.0,0,,0,,
14956,6,3,0,53,120.0,5.0,40.0,400000,192,5.0,0,1.0,1,0.0,0,1.0,2.0
14957,6,3,1,56,240.0,4.0,60.0,600000,192,4.0,0,1.0,1,1.0,1,1.0,1.0
14959,6,2,0,61,,,,934594,233,4.0,0,1.0,0,,0,,
14960,6,2,1,62,4.0,1.0,80.0,1000000,233,4.0,0,,1,0.0,0,1.0,2.0
14961,6,2,1,34,2.0,4.0,52.0,1500000,233,7.0,0,,1,0.0,1,1.0,1.0
14963,6,1,1,34,2.0,1.0,48.0,1000000,265,7.0,0,,1,0.0,0,1.0,2.0
14964,6,1,0,33,2.0,1.0,60.0,1133333,265,7.0,0,1.0,1,1.0,0,0.0,5.0
14965,6,1,1,41,144.0,1.0,60.0,1184877,265,6.0,1,1.0,1,1.0,0,0.0,5.0
14966,6,1,0,42,120.0,1.0,54.0,960000,265,6.0,1,1.0,1,0.0,0,0.0,3.0
14968,6,2,1,51,14.0,1.0,50.0,1000000,225,3.0,0,,1,0.0,0,0.0,3.0
14969,6,1,1,61,,,,934594,242,4.0,0,3.0,0,,0,,
14970,6,1,0,58,,,,934594,242,4.0,0,3.0,0,,0,,
14971,6,1,1,24,5.0,1.0,48.0,931953,242,6.0,1,1.0,1,1.0,0,0.0,4.0
14972,6,3,0,22,20.0,1.0,48.0,1054877,187,7.0,0,1.0,1,1.0,0,0.0,5.0
14974,6,1,1,77,120.0,4.0,9.0,240000,206,1.0,0,3.0,1,0.0,1,1.0,1.0
14975,6,1,0,65,,,,120000,206,3.0,0,3.0,0,,0,,
14976,6,1,1,43,156.0,1.0,72.0,869453,206,5.0,0,1.0,1,1.0,0,0.0,4.0
14977,6,1,1,21,,,,934594,206,7.0,0,1.0,0,,0,,
14978,6,1,0,23,4.0,1.0,48.0,869453,206,7.0,0,1.0,1,1.0,0,0.0,5.0
14979,6,1,1,24,40.0,1.0,48.0,1030929,206,7.0,0,1.0,1,1.0,0,0.0,5.0
14980,6,1,0,53,,,,600000,159,4.0,0,3.0,0,,0,,
14981,6,1,1,63,240.0,4.0,40.0,1100000,159,6.0,1,3.0,1,0.0,1,1.0,1.0
14983,6,1,0,21,12.0,1.0,48.0,800000,159,7.0,0,1.0,1,1.0,0,1.0,2.0
14984,6,1,0,21,,,,934594,159,7.0,0,3.0,0,,0,,
14985,6,1,1,43,84.0,4.0,90.0,900000,214,5.0,0,3.0,1,0.0,1,1.0,1.0
14986,6,1,0,39,4.0,1.0,48.0,869453,214,6.0,1,1.0,1,1.0,0,0.0,5.0
14989,6,2,1,23,20.0,1.0,48.0,1116544,234,6.0,1,1.0,1,1.0,0,0.0,3.0
14990,6,2,1,18,3.0,1.0,48.0,885286,234,5.0,0,1.0,1,1.0,0,0.0,3.0
14991,6,2,1,28,,,,450000,225,6.0,1,1.0,0,,0,,
14992,6,2,1,51,288.0,4.0,48.0,700000,225,6.0,1,1.0,1,1.0,1,1.0,1.0
14994,6,2,0,26,1.0,3.0,48.0,1080000,265,6.0,1,3.0,1,0.0,0,1.0,1.0
14995,6,2,1,29,12.0,4.0,24.0,600000,265,5.0,0,,1,0.0,1,1.0,1.0
14996,6,2,0,26,12.0,1.0,48.0,1007687,313,6.0,1,1.0,1,1.0,0,1.0,2.0
14997,6,2,1,31,90.0,1.0,48.0,994119,313,7.0,0,1.0,1,1.0,0,0.0,5.0
15000,6,3,0,50,240.0,5.0,72.0,500000,218,5.0,0,1.0,1,0.0,0,1.0,2.0
15001,6,3,0,31,240.0,4.0,82.0,1000000,218,7.0,0,1.0,1,0.0,1,1.0,1.0
15003,6,1,1,24,18.0,1.0,48.0,975000,250,7.0,0,1.0,1,1.0,0,0.0,5.0
15004,6,1,0,26,3.0,1.0,36.0,750000,250,7.0,0,1.0,1,1.0,0,0.0,5.0
15005,6,1,1,73,120.0,4.0,20.0,720000,233,4.0,0,3.0,1,0.0,1,1.0,1.0
15006,6,1,1,40,,,,934594,233,1.0,0,3.0,0,,0,,
15007,6,1,0,55,,,,934594,233,1.0,0,3.0,0,,0,,
15009,6,1,1,49,36.0,1.0,48.0,2443333,215,6.0,1,1.0,1,1.0,0,0.0,5.0
15010,6,1,0,47,,,,934594,215,4.0,0,1.0,0,,0,,
15012,6,1,0,21,,,,934594,215,7.0,0,1.0,0,,0,,
15013,6,1,0,24,2.0,4.0,48.0,800000,215,6.0,1,3.0,1,0.0,1,1.0,2.0
15014,6,3,1,49,190.0,4.0,48.0,1400000,192,4.0,0,1.0,1,0.0,1,1.0,1.0
15015,6,3,0,48,,,,800000,192,6.0,1,1.0,0,,0,,
15016,6,3,0,20,3.0,1.0,48.0,900000,192,7.0,0,1.0,1,1.0,0,0.0,4.0
15018,6,3,1,63,120.0,1.0,48.0,6100000,215,7.0,0,1.0,1,1.0,0,0.0,5.0
15019,6,3,0,52,,,,934594,215,7.0,0,1.0,0,,0,,
15020,6,3,0,22,12.0,1.0,40.0,1306544,215,7.0,0,1.0,1,1.0,0,0.0,4.0
15021,6,3,1,21,,,,934594,215,7.0,0,1.0,0,,0,,
15022,6,3,0,58,,,,700000,291,6.0,1,2.0,0,,0,,
15023,6,3,0,30,3.0,4.0,50.0,1270000,291,7.0,0,,1,0.0,1,1.0,1.0
15024,6,3,1,20,4.0,1.0,48.0,168000,291,7.0,0,1.0,1,1.0,0,1.0,2.0
15026,6,3,0,25,30.0,1.0,48.0,890000,227,7.0,0,1.0,1,1.0,0,0.0,5.0
15027,6,2,1,63,,,,687492,211,5.0,0,1.0,0,,0,,
15028,6,2,0,57,,,,934594,211,4.0,0,1.0,0,,0,,
15029,6,2,1,37,30.0,2.0,50.0,3881667,211,6.0,1,1.0,1,1.0,0,0.0,5.0
15030,6,2,1,28,10.0,1.0,48.0,700000,211,7.0,0,,1,0.0,0,1.0,2.0
15031,6,2,1,28,12.0,1.0,48.0,3260000,211,7.0,0,1.0,1,1.0,0,1.0,2.0
15032,6,2,1,52,24.0,1.0,48.0,1239877,225,5.0,0,1.0,1,1.0,0,0.0,5.0
15034,6,2,1,29,72.0,1.0,48.0,847742,240,6.0,1,1.0,1,1.0,0,0.0,5.0
15035,6,2,0,31,24.0,1.0,48.0,881075,240,6.0,1,1.0,1,1.0,0,0.0,5.0
15036,6,2,1,30,35.0,1.0,43.0,934666,249,6.0,1,1.0,1,1.0,0,0.0,5.0
15039,6,2,1,52,5.0,4.0,48.0,300000,239,5.0,0,1.0,1,0.0,1,1.0,1.0
15040,6,2,0,40,60.0,4.0,48.0,1500000,239,7.0,0,1.0,1,1.0,1,0.0,5.0
15041,6,2,1,20,,,,934594,239,7.0,0,1.0,0,,0,,
15042,6,1,0,37,24.0,1.0,72.0,750000,216,6.0,1,1.0,1,0.0,0,0.0,4.0
15046,6,1,1,30,1.0,1.0,48.0,850000,289,4.0,0,,1,0.0,0,1.0,2.0
15047,6,1,0,25,1.0,1.0,48.0,869453,289,6.0,1,1.0,1,1.0,0,0.0,5.0
15048,6,1,0,39,5.0,4.0,20.0,60000,214,7.0,0,1.0,1,0.0,1,1.0,1.0
15049,6,1,1,41,168.0,1.0,60.0,520000,214,6.0,1,1.0,1,1.0,0,0.0,4.0
15050,6,1,1,19,1.0,1.0,48.0,840000,214,6.0,1,,1,0.0,0,1.0,2.0
15055,6,1,1,63,396.0,1.0,72.0,1987492,225,4.0,0,1.0,1,1.0,0,1.0,2.0
15056,6,1,0,51,,,,934594,225,4.0,0,1.0,0,,0,,
15057,6,1,1,32,42.0,1.0,55.0,2683333,225,6.0,1,1.0,1,1.0,0,0.0,5.0
15058,6,1,0,30,5.0,1.0,60.0,1020000,225,6.0,1,1.0,1,0.0,0,1.0,2.0
15059,6,1,0,29,108.0,1.0,48.0,1959877,225,7.0,0,1.0,1,1.0,0,0.0,5.0
15060,6,1,1,31,4.0,1.0,48.0,1963544,225,6.0,1,1.0,1,1.0,0,0.0,5.0
15061,6,1,0,61,,,,486000,243,7.0,0,1.0,0,,0,,
15062,6,1,1,40,18.0,1.0,48.0,930929,243,7.0,0,1.0,1,1.0,0,0.0,5.0
15063,6,1,1,61,36.0,1.0,48.0,2650000,243,5.0,0,1.0,1,1.0,0,0.0,5.0
15064,6,1,0,64,12.0,4.0,42.0,787492,243,4.0,0,1.0,1,1.0,1,1.0,1.0
15065,6,1,1,55,84.0,2.0,45.0,1677000,192,6.0,1,1.0,1,1.0,0,0.0,5.0
15066,6,1,0,53,,,,934594,192,6.0,1,1.0,0,,0,,
15067,6,1,0,18,,,,20000,192,7.0,0,1.0,0,,0,,
15068,6,1,0,61,,,,120000,218,5.0,0,3.0,0,,0,,
15069,6,1,0,37,6.0,1.0,72.0,800000,218,6.0,1,,1,0.0,0,1.0,2.0
15070,6,1,0,19,,,,934594,218,7.0,0,,0,,0,,
15071,6,1,1,18,1.0,1.0,48.0,869453,218,6.0,1,1.0,1,1.0,0,0.0,5.0
15072,6,2,0,29,2.0,1.0,48.0,869453,227,6.0,1,1.0,1,1.0,0,0.0,5.0
15073,6,2,1,55,2.0,4.0,48.0,1200000,225,5.0,0,3.0,1,0.0,1,1.0,1.0
15074,6,2,1,21,5.0,1.0,44.0,1390000,225,7.0,0,1.0,1,1.0,0,0.0,4.0
15075,6,3,1,53,312.0,1.0,82.0,1409687,133,4.0,0,1.0,1,1.0,0,0.0,5.0
15076,6,3,0,49,,,,934594,133,6.0,1,1.0,0,,0,,
15077,6,3,0,26,4.0,1.0,48.0,781242,133,7.0,0,1.0,1,1.0,0,0.0,5.0
15078,6,3,0,24,48.0,1.0,48.0,1935544,133,6.0,1,1.0,1,1.0,0,0.0,5.0
15081,6,2,1,35,6.0,1.0,48.0,800000,216,7.0,0,,1,0.0,0,1.0,2.0
15082,6,2,0,44,1.0,1.0,48.0,400000,216,7.0,0,,1,0.0,0,1.0,2.0
15083,6,2,1,25,6.0,1.0,48.0,900000,216,6.0,1,,1,0.0,0,1.0,2.0
15084,6,2,0,25,,,,934594,216,7.0,0,,0,,0,,
15085,6,2,0,32,48.0,1.0,45.0,902718,235,6.0,1,1.0,1,1.0,0,0.0,5.0
15086,6,2,1,35,84.0,1.0,72.0,2330000,235,5.0,0,1.0,1,1.0,0,1.0,2.0
15089,6,2,1,32,52.0,1.0,48.0,936119,211,7.0,0,1.0,1,1.0,0,0.0,5.0
15090,6,2,0,21,24.0,1.0,48.0,812500,211,7.0,0,1.0,1,1.0,0,0.0,4.0
15091,6,2,0,30,36.0,1.0,48.0,843742,211,6.0,1,1.0,1,1.0,0,0.0,5.0
15092,6,1,0,79,,,,520000,253,3.0,0,3.0,0,,0,,
15095,6,2,1,39,12.0,1.0,72.0,1070000,240,5.0,0,3.0,1,0.0,0,1.0,2.0
15096,6,2,0,37,10.0,3.0,36.0,720000,240,6.0,1,3.0,1,0.0,0,1.0,1.0
15098,6,2,0,31,48.0,1.0,48.0,872075,226,6.0,1,1.0,1,1.0,0,0.0,4.0
15101,6,3,1,54,48.0,4.0,90.0,900000,203,6.0,1,,1,0.0,1,1.0,1.0
15104,6,3,1,22,4.0,1.0,40.0,1400000,203,7.0,0,1.0,1,1.0,0,0.0,5.0
15106,6,2,1,23,6.0,1.0,50.0,1160000,235,6.0,1,1.0,1,1.0,0,0.0,5.0
15107,6,2,0,48,2.0,4.0,48.0,333333,226,6.0,1,3.0,1,0.0,1,1.0,1.0
15109,6,2,1,49,24.0,1.0,48.0,930929,243,4.0,0,1.0,1,1.0,0,1.0,2.0
15110,6,2,0,57,,,,934594,243,6.0,1,1.0,0,,0,,
15113,6,2,1,52,36.0,4.0,48.0,500000,264,5.0,0,3.0,1,0.0,1,1.0,1.0
15114,6,2,0,32,24.0,3.0,9.0,232000,264,4.0,0,3.0,1,0.0,0,1.0,1.0
15116,6,3,1,52,,,,2200000,216,6.0,1,2.0,0,,0,,
15117,6,3,0,35,5.0,1.0,48.0,869453,216,7.0,0,1.0,1,1.0,0,0.0,5.0
15118,6,3,0,51,24.0,1.0,48.0,806250,193,6.0,1,1.0,1,1.0,0,0.0,5.0
15119,6,3,0,26,36.0,1.0,48.0,806250,193,6.0,1,1.0,1,1.0,0,0.0,3.0
15120,6,3,0,19,24.0,1.0,48.0,906250,193,6.0,1,1.0,1,1.0,0,0.0,4.0
15121,6,1,0,68,,,,934594,221,4.0,0,3.0,0,,0,,
15122,6,1,1,45,10.0,4.0,48.0,600000,221,7.0,0,,1,0.0,1,1.0,1.0
15123,6,1,1,33,46.0,1.0,48.0,781242,221,6.0,1,3.0,1,0.0,0,1.0,2.0
15124,6,1,1,31,5.0,1.0,48.0,869453,221,6.0,1,1.0,1,1.0,0,0.0,5.0
15125,6,3,1,59,24.0,1.0,50.0,888700,225,3.0,0,1.0,1,1.0,0,0.0,3.0
15126,6,3,1,23,1.0,4.0,40.0,850000,225,6.0,1,,1,0.0,1,0.0,4.0
15127,6,3,1,48,48.0,4.0,77.0,1100000,213,6.0,1,1.0,1,0.0,1,1.0,1.0
15129,6,3,1,22,24.0,1.0,48.0,3000000,213,7.0,0,1.0,1,0.0,0,0.0,3.0
15130,6,3,0,80,,,,208333,213,6.0,1,1.0,0,,0,,
15131,6,3,1,59,360.0,4.0,48.0,1500000,213,5.0,0,1.0,1,0.0,1,1.0,1.0
15132,6,3,0,53,36.0,1.0,48.0,930929,213,4.0,0,1.0,1,1.0,0,0.0,3.0
15133,6,3,1,73,,,,3687492,233,5.0,0,1.0,0,,0,,
15134,6,3,0,72,,,,934594,233,3.0,0,1.0,0,,0,,
15138,6,2,0,70,,,,687492,319,4.0,0,1.0,0,,0,,
15139,6,2,1,76,,,,687492,319,4.0,0,1.0,0,,0,,
15140,6,2,1,34,144.0,1.0,48.0,1227377,319,6.0,1,1.0,1,1.0,0,0.0,4.0
15141,6,2,0,38,,,,934594,319,6.0,1,1.0,0,,0,,
15142,6,2,1,24,12.0,1.0,48.0,1488211,319,7.0,0,1.0,1,1.0,0,0.0,4.0
15143,6,2,1,43,3.0,1.0,48.0,958036,265,5.0,0,1.0,1,1.0,0,0.0,5.0
15144,6,2,0,50,180.0,1.0,48.0,1209929,265,5.0,0,1.0,1,1.0,0,0.0,5.0
15147,6,3,1,51,240.0,4.0,40.0,2000000,240,7.0,0,1.0,1,0.0,1,1.0,1.0
15148,6,3,0,48,,,,934594,240,7.0,0,1.0,0,,0,,
15149,6,3,1,30,48.0,1.0,48.0,2687500,215,7.0,0,1.0,1,1.0,0,0.0,3.0
15150,6,3,1,29,36.0,1.0,60.0,3125000,215,7.0,0,1.0,1,1.0,0,0.0,4.0
15152,6,1,1,33,12.0,4.0,15.0,650000,216,5.0,0,,1,0.0,1,1.0,1.0
15153,6,1,0,37,2.0,4.0,14.0,600000,216,6.0,1,,1,0.0,1,1.0,2.0
15156,6,3,1,82,,,,2880000,266,6.0,1,1.0,0,,0,,
15157,6,3,0,81,,,,1350000,266,6.0,1,1.0,0,,0,,
15158,6,3,1,50,160.0,5.0,48.0,3000000,266,7.0,0,1.0,1,0.0,0,1.0,2.0
15160,6,1,0,60,,,,934594,237,5.0,0,1.0,0,,0,,
15161,6,1,1,66,48.0,4.0,24.0,900000,237,4.0,0,1.0,1,0.0,1,1.0,1.0
15162,6,1,1,50,180.0,4.0,35.0,1200000,237,4.0,0,3.0,1,0.0,1,1.0,1.0
15164,6,1,1,35,2.0,4.0,72.0,800000,237,6.0,1,1.0,1,1.0,1,1.0,1.0
15165,6,1,0,35,36.0,1.0,48.0,1228211,237,6.0,1,1.0,1,1.0,0,0.0,5.0
15167,6,2,0,73,,,,934594,243,3.0,0,3.0,0,,0,,
15168,6,4,0,32,120.0,4.0,50.0,9000000,247,7.0,0,1.0,1,1.0,1,0.0,4.0
15171,6,4,1,39,120.0,4.0,48.0,5000000,304,7.0,0,1.0,1,0.0,1,1.0,1.0
15172,6,4,0,38,72.0,1.0,48.0,3310000,304,7.0,0,1.0,1,1.0,0,0.0,3.0
15173,6,4,1,70,,,,934594,304,6.0,1,1.0,0,,0,,
15174,6,3,1,59,480.0,4.0,48.0,800000,226,6.0,1,1.0,1,0.0,1,1.0,1.0
15175,6,2,1,28,72.0,4.0,72.0,800000,225,6.0,1,3.0,1,0.0,1,1.0,1.0
15176,6,2,0,23,6.0,4.0,30.0,300000,225,6.0,1,3.0,1,0.0,1,1.0,1.0
15178,6,2,0,39,60.0,4.0,40.0,1900000,226,6.0,1,3.0,1,0.0,1,1.0,1.0
15179,6,2,1,22,6.0,1.0,24.0,568000,226,7.0,0,3.0,1,0.0,0,1.0,2.0
15182,6,1,0,78,,,,120000,301,1.0,0,3.0,0,,0,,
15184,6,1,1,22,6.0,1.0,48.0,869453,307,5.0,0,1.0,1,1.0,0,0.0,4.0
15185,6,1,0,23,,,,100000,307,6.0,1,1.0,0,,0,,
15189,6,1,0,55,6.0,4.0,40.0,600000,229,1.0,0,3.0,1,0.0,1,1.0,1.0
15192,6,3,0,35,3.0,1.0,48.0,1200000,227,7.0,0,1.0,1,1.0,0,0.0,5.0
15193,6,4,1,59,240.0,1.0,48.0,1933333,226,7.0,0,1.0,1,1.0,0,0.0,5.0
15194,6,1,1,78,480.0,4.0,40.0,420000,226,3.0,0,3.0,1,0.0,1,1.0,1.0
15195,6,4,1,36,6.0,4.0,40.0,3600000,225,7.0,0,1.0,1,1.0,1,0.0,5.0
15196,6,1,1,50,120.0,4.0,60.0,700000,215,3.0,0,3.0,1,0.0,1,1.0,1.0
15197,6,1,1,25,2.0,4.0,40.0,300000,215,4.0,0,3.0,1,0.0,1,1.0,1.0
15198,6,4,1,47,180.0,4.0,40.0,2200000,225,7.0,0,1.0,1,1.0,1,1.0,1.0
15199,6,4,1,64,360.0,4.0,30.0,3000000,243,7.0,0,1.0,1,0.0,1,1.0,1.0
15200,6,4,0,57,4.0,2.0,55.0,23000000,243,7.0,0,1.0,1,1.0,0,0.0,5.0
15202,6,1,1,21,0.0,1.0,48.0,869453,234,6.0,1,1.0,1,1.0,0,0.0,5.0
15203,6,1,0,20,,,,934594,234,5.0,0,,0,,0,,
15204,6,2,1,42,1.0,4.0,42.0,550000,200,5.0,0,3.0,1,0.0,1,0.0,3.0
15205,6,2,1,18,2.0,4.0,42.0,1100000,200,6.0,1,3.0,1,0.0,1,0.0,3.0
15207,6,3,1,48,84.0,5.0,48.0,320000,181,5.0,0,1.0,1,0.0,0,1.0,2.0
15208,6,3,0,42,,,,934594,181,6.0,1,1.0,0,,0,,
15209,6,3,1,26,9.0,1.0,40.0,1100000,181,7.0,0,1.0,1,1.0,0,0.0,3.0
15213,6,2,1,38,48.0,4.0,82.0,1500000,289,7.0,0,1.0,1,1.0,1,1.0,1.0
15214,6,2,0,28,144.0,1.0,24.0,400000,289,7.0,0,1.0,1,0.0,0,0.0,5.0
15215,6,3,0,66,120.0,3.0,24.0,500000,210,5.0,0,3.0,1,0.0,0,1.0,1.0
15216,6,3,0,37,4.0,1.0,48.0,869453,210,6.0,1,1.0,1,1.0,0,0.0,3.0
15217,6,3,0,20,,,,1000000,210,7.0,0,1.0,0,,0,,
15218,6,3,1,63,6.0,4.0,38.0,987492,210,7.0,0,1.0,1,1.0,1,1.0,1.0
15219,6,3,1,69,,,,687492,233,4.0,0,1.0,0,,0,,
15220,6,3,0,67,,,,934594,233,4.0,0,1.0,0,,0,,
15221,6,3,1,38,36.0,4.0,48.0,1200000,233,7.0,0,1.0,1,1.0,1,1.0,1.0
15222,6,1,0,48,72.0,4.0,24.0,480000,216,4.0,0,3.0,1,0.0,1,1.0,1.0
15223,6,1,1,48,,,,934594,216,3.0,0,3.0,0,,0,,
15224,6,1,1,58,360.0,4.0,32.0,400000,174,3.0,0,3.0,1,0.0,1,1.0,1.0
15225,6,1,0,47,,,,934594,174,4.0,0,1.0,0,,0,,
15226,6,1,0,29,60.0,1.0,40.0,1358211,174,7.0,0,1.0,1,1.0,0,0.0,5.0
15227,6,1,0,26,6.0,1.0,40.0,1438211,174,7.0,0,1.0,1,1.0,0,0.0,3.0
15229,6,2,0,73,,,,166666,243,3.0,0,3.0,0,,0,,
15230,6,2,1,32,48.0,1.0,35.0,1210667,243,1.0,0,3.0,1,0.0,0,1.0,2.0
15231,6,3,0,43,6.0,1.0,60.0,1100000,227,6.0,1,,1,0.0,0,0.0,4.0
15232,6,3,0,93,,,,687492,260,3.0,0,1.0,0,,0,,
15233,6,3,1,68,,,,934594,260,4.0,0,1.0,0,,0,,
15234,6,3,0,59,,,,934594,260,6.0,1,1.0,0,,0,,
15235,6,1,1,59,120.0,4.0,40.0,200000,204,5.0,0,3.0,1,0.0,1,1.0,1.0
15236,6,1,0,52,18.0,1.0,56.0,1270000,204,1.0,0,3.0,1,0.0,0,0.0,3.0
15238,6,1,1,24,2.0,1.0,56.0,1154583,204,4.0,0,3.0,1,0.0,0,1.0,2.0
15241,6,2,1,67,,,,900000,238,1.0,0,1.0,0,,0,,
15242,6,2,0,64,,,,934594,238,3.0,0,1.0,0,,0,,
15243,6,2,1,37,24.0,1.0,48.0,1080929,238,6.0,1,1.0,1,1.0,0,0.0,5.0
15244,6,2,0,36,24.0,1.0,48.0,1377444,238,6.0,1,1.0,1,1.0,0,0.0,5.0
15245,6,2,0,32,,,,934594,238,1.0,0,1.0,0,,0,,
15246,6,1,1,32,6.0,4.0,75.0,1000000,273,6.0,1,1.0,1,1.0,1,1.0,1.0
15247,6,1,0,24,,,,934594,273,6.0,1,1.0,0,,0,,
15250,6,4,1,25,12.0,1.0,54.0,8116544,201,7.0,0,1.0,1,1.0,0,0.0,4.0
15252,6,3,1,50,98.0,4.0,48.0,1200000,225,6.0,1,3.0,1,0.0,1,1.0,2.0
15253,6,3,1,35,8.0,4.0,48.0,2000000,225,7.0,0,1.0,1,0.0,1,1.0,2.0
15254,6,2,1,46,120.0,1.0,48.0,980929,167,4.0,0,1.0,1,1.0,0,0.0,5.0
15255,6,2,0,48,,,,934594,167,5.0,0,1.0,0,,0,,
15256,6,2,0,20,1.0,1.0,48.0,869453,167,7.0,0,1.0,1,1.0,0,0.0,5.0
15258,6,3,0,73,,,,687492,243,3.0,0,1.0,0,,0,,
15259,6,3,1,51,4.0,1.0,36.0,1292000,243,6.0,1,1.0,1,1.0,0,0.0,3.0
15261,6,1,0,66,48.0,4.0,84.0,850000,247,3.0,0,1.0,1,0.0,1,1.0,1.0
15262,6,1,1,36,180.0,2.0,48.0,2366044,247,6.0,1,1.0,1,1.0,0,0.0,5.0
15263,6,1,0,32,3.0,4.0,45.0,1300000,247,7.0,0,1.0,1,1.0,1,0.0,4.0
15265,6,1,1,32,125.0,2.0,48.0,2931877,247,7.0,0,1.0,1,1.0,0,0.0,5.0
15266,6,3,1,69,84.0,4.0,2.0,2100000,223,4.0,0,2.0,1,1.0,1,1.0,2.0
15267,6,3,0,68,84.0,4.0,60.0,600000,223,3.0,0,2.0,1,0.0,1,1.0,2.0
15268,6,3,1,40,24.0,1.0,48.0,931953,223,5.0,0,2.0,1,1.0,0,0.0,4.0
15269,6,3,0,40,84.0,6.0,40.0,934594,223,6.0,1,2.0,1,0.0,0,1.0,2.0
15271,6,3,0,28,48.0,1.0,48.0,958211,265,6.0,1,1.0,1,1.0,0,0.0,5.0
15272,6,3,1,34,8.0,4.0,50.0,1300000,265,6.0,1,1.0,1,1.0,1,1.0,1.0
15273,6,3,0,81,,,,1087000,244,5.0,0,1.0,0,,0,,
15274,6,3,0,51,24.0,4.0,8.0,100000,244,6.0,1,1.0,1,0.0,1,1.0,1.0
15275,6,3,1,54,96.0,4.0,44.0,900000,224,4.0,0,,1,0.0,1,1.0,1.0
15276,6,3,1,22,12.0,4.0,44.0,400000,224,6.0,1,1.0,1,0.0,1,1.0,1.0
15278,6,2,1,28,60.0,1.0,72.0,1413333,249,4.0,0,1.0,1,0.0,0,1.0,2.0
15279,6,2,0,23,,,,934594,249,5.0,0,1.0,0,,0,,
15280,6,3,1,66,,,,937492,246,7.0,0,1.0,0,,0,,
15281,6,3,0,61,,,,934594,246,6.0,1,1.0,0,,0,,
15282,6,3,1,38,48.0,1.0,48.0,1784877,246,7.0,0,1.0,1,1.0,0,0.0,5.0
15283,6,3,0,33,3.0,1.0,48.0,1500000,246,7.0,0,1.0,1,1.0,0,0.0,5.0
15285,6,3,1,24,48.0,4.0,16.0,1300000,246,7.0,0,3.0,1,0.0,1,1.0,1.0
15286,6,3,0,21,,,,934594,246,7.0,0,1.0,0,,0,,
15287,6,4,0,44,154.0,1.0,50.0,10366666,216,7.0,0,1.0,1,1.0,0,0.0,5.0
15288,6,4,1,48,10.0,1.0,42.0,3108333,216,7.0,0,1.0,1,1.0,0,0.0,4.0
15289,6,1,0,58,60.0,4.0,20.0,350000,228,3.0,0,3.0,1,0.0,1,1.0,1.0
15290,6,1,1,21,0.0,1.0,40.0,400000,228,6.0,1,3.0,1,0.0,0,0.0,3.0
15291,6,1,0,19,12.0,1.0,8.0,100000,228,5.0,0,3.0,1,0.0,0,1.0,2.0
15292,6,1,0,35,3.0,1.0,48.0,985619,223,4.0,0,1.0,1,1.0,0,0.0,4.0
15293,6,1,1,22,1.0,1.0,72.0,1054877,223,6.0,1,1.0,1,1.0,0,0.0,5.0
15296,6,3,0,66,,,,1064500,244,5.0,0,3.0,0,,0,,
15297,6,3,0,25,,,,934594,244,1.0,0,1.0,0,,0,,
15299,6,1,1,44,12.0,1.0,48.0,931119,249,5.0,0,,1,0.0,0,1.0,2.0
15300,6,1,0,23,,,,934594,249,5.0,0,,0,,0,,
15301,6,4,0,39,144.0,1.0,48.0,4750000,227,7.0,0,1.0,1,1.0,0,0.0,5.0
15302,6,4,1,72,,,,620000,226,6.0,1,1.0,0,,0,,
15303,6,3,1,19,0.0,1.0,42.0,646000,235,7.0,0,,1,0.0,0,1.0,2.0
15304,6,3,1,52,12.0,4.0,60.0,1800000,167,4.0,0,1.0,1,1.0,1,1.0,1.0
15305,6,3,0,41,,,,934594,167,6.0,1,1.0,0,,0,,
15306,6,3,0,19,,,,934594,167,7.0,0,1.0,0,,0,,
15308,6,3,0,61,,,,934594,243,7.0,0,1.0,0,,0,,
15309,6,3,1,25,18.0,1.0,48.0,926119,243,7.0,0,1.0,1,1.0,0,0.0,4.0
15312,6,2,0,48,2.0,1.0,48.0,1021242,262,6.0,1,3.0,1,0.0,0,0.0,4.0
15314,6,2,1,18,0.0,1.0,48.0,836667,262,6.0,1,1.0,1,1.0,0,0.0,4.0
15315,6,3,1,57,84.0,4.0,30.0,1200000,242,7.0,0,1.0,1,1.0,1,1.0,1.0
15316,6,3,0,55,48.0,1.0,48.0,1279877,242,7.0,0,1.0,1,1.0,0,0.0,5.0
15318,6,3,0,78,,,,1200000,253,3.0,0,1.0,0,,0,,
15319,6,4,1,44,120.0,4.0,48.0,6500000,216,7.0,0,1.0,1,1.0,1,0.0,3.0
15320,6,4,0,30,10.0,2.0,40.0,4500000,216,7.0,0,1.0,1,1.0,0,0.0,5.0
15322,6,2,0,36,7.0,4.0,48.0,1080000,238,4.0,0,1.0,1,0.0,1,1.0,2.0
15323,6,2,1,37,12.0,4.0,48.0,780000,238,4.0,0,1.0,1,1.0,1,1.0,1.0
